,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
2133,84769318480839,2019,Dahlin-Mccabe,BUF,pairing,5on5,20,899.0,182.0,0.43,0.56,0.5,8.95,0.57,0.55,2.11,0.27,4.67,3.83,0.56,0.56,0.56,7.0,5.0,8.0,20.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,6.0,11.0,2.0,4.0,0.0,7.0,3.0,2.0,10.0,1.0,1.0,0.28,0.09,0.2,1.0,0.0,0.0,19.29,12.0,11.71,0.0,0.11,0.2,0.2,0.48,0.46,0.46,8.69,0.77,0.52,2.33,0.29,4.68,3.41,0.76,0.77,0.76,9.0,3.0,4.0,16.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,9.0,12.0,1.0,2.0,1.0,8.0,2.0,1.0,9.0,3.0,0.0,0.3,0.47,0.0,0.0,0.0,0.0,16.51,12.0,12.36,0.0,0.11,0.18,0.18,0.7,0.7,0.69
11579,84734468480035,2023,Jokiharju-Johnson,BUF,pairing,5on5,23,1004.0,274.0,0.39,0.51,0.45,10.23,0.57,0.54,2.49,0.33,5.48,4.59,0.57,0.59,0.59,11.0,3.0,7.0,21.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,9.0,12.0,1.0,2.0,7.0,6.0,0.0,0.0,12.0,2.0,0.0,0.37,0.2,0.0,1.0,1.0,0.0,21.37,14.0,14.39,0.0,0.11,0.0,0.0,0.68,0.7,0.7,12.77,0.92,0.81,3.3,0.41,6.68,4.88,0.86,0.98,0.92,11.0,6.0,3.0,20.0,1.0,2.0,1.0,1.0,0.0,5.0,8.0,10.0,16.0,1.0,2.0,2.0,6.0,4.0,0.0,14.0,2.0,1.0,0.36,0.32,0.24,0.0,0.0,1.0,21.51,17.0,17.91,0.0,0.17,0.27,0.27,0.82,0.88,0.86
1151,84800358480839,2019,Dahlin-Jokiharju,BUF,pairing,5on5,34,6169.0,244.0,0.43,0.45,0.43,41.73,2.99,2.69,10.17,1.36,25.12,17.65,2.94,2.99,2.94,46.0,14.0,18.0,78.0,3.0,1.0,0.0,7.0,1.0,19.0,29.0,43.0,57.0,2.0,4.0,41.0,30.0,7.0,16.0,50.0,8.0,2.0,1.48,0.99,0.53,3.0,0.0,0.0,76.31,60.0,59.6,6.0,0.54,0.16,0.16,3.38,3.38,3.35,57.23,3.93,3.69,13.88,1.9,32.65,24.94,3.9,3.98,3.95,50.0,31.0,13.0,94.0,4.0,2.0,0.0,10.0,1.0,22.0,42.0,46.0,77.0,9.0,18.0,41.0,35.0,13.0,16.0,66.0,13.0,2.0,1.71,1.65,0.57,3.0,1.0,0.0,96.39,81.0,82.15,7.0,0.76,0.32,0.32,4.36,4.41,4.38
9540,84801968480807,2022,Samuelsson-Bryson,BUF,pairing,5on5,21,1794.0,168.0,0.39,0.42,0.38,14.7,1.1,0.92,3.6,0.54,7.51,6.34,1.07,1.16,1.13,13.0,7.0,7.0,27.0,1.0,3.0,0.0,2.0,2.0,3.0,9.0,12.0,19.0,1.0,2.0,4.0,7.0,5.0,6.0,16.0,3.0,1.0,0.47,0.35,0.27,0.0,1.0,0.0,28.16,20.0,20.38,4.0,0.19,0.34,0.34,0.95,0.99,0.98,22.23,1.73,1.55,5.75,1.01,12.79,9.18,1.66,1.62,1.56,23.0,9.0,6.0,38.0,0.0,4.0,0.0,10.0,0.0,7.0,11.0,23.0,32.0,1.0,2.0,13.0,11.0,2.0,4.0,25.0,7.0,0.0,0.84,0.89,0.0,0.0,0.0,0.0,36.23,32.0,30.32,2.0,0.32,0.16,0.16,1.89,1.78,1.72
5355,84773558480035,2021,Butcher-Jokiharju,BUF,pairing,5on5,12,1761.0,82.0,0.54,0.43,0.41,14.72,1.44,0.95,3.55,0.54,8.32,6.19,1.41,1.36,1.34,13.0,8.0,7.0,28.0,0.0,1.0,0.0,5.0,2.0,7.0,6.0,13.0,21.0,0.0,0.0,6.0,11.0,2.0,4.0,16.0,3.0,2.0,0.52,0.35,0.56,0.0,0.0,0.0,25.95,21.0,19.7,3.0,0.19,0.36,0.36,1.27,1.21,1.19,21.85,1.21,1.28,5.28,0.68,12.02,9.53,1.19,1.3,1.29,25.0,5.0,7.0,37.0,0.0,1.0,0.0,5.0,1.0,8.0,15.0,25.0,30.0,0.0,0.0,13.0,6.0,2.0,0.0,26.0,4.0,0.0,0.64,0.57,0.0,0.0,0.0,0.0,40.58,30.0,32.47,0.0,0.26,0.15,0.15,1.31,1.42,1.41
7401,84795788480035,2021,Jokiharju-Fitzgerald,BUF,pairing,5on5,22,1099.0,205.0,0.32,0.28,0.3,6.15,0.52,0.36,1.36,0.19,2.95,2.61,0.49,0.51,0.48,4.0,4.0,1.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,4.0,8.0,0.0,0.0,2.0,4.0,3.0,7.0,6.0,2.0,0.0,0.19,0.33,0.0,0.0,0.0,0.0,8.7,8.0,7.75,6.0,0.08,0.33,0.33,0.27,0.27,0.27,13.61,1.1,0.91,2.8,0.39,7.33,5.53,1.07,1.1,1.07,16.0,3.0,4.0,23.0,2.0,0.0,0.0,4.0,0.0,8.0,5.0,14.0,17.0,3.0,6.0,2.0,6.0,1.0,3.0,13.0,6.0,0.0,0.35,0.75,0.0,0.0,2.0,0.0,23.29,19.0,19.18,0.0,0.19,0.0,0.0,1.22,1.23,1.19
6317,84773558477462,2021,Hagg-Butcher,BUF,pairing,5on5,11,4982.0,47.0,0.37,0.4,0.42,33.87,1.77,1.97,7.87,1.05,20.22,16.12,1.74,1.76,1.74,35.0,14.0,17.0,66.0,1.0,0.0,0.0,6.0,1.0,16.0,25.0,34.0,48.0,7.0,17.0,25.0,14.0,6.0,10.0,41.0,8.0,0.0,0.88,0.89,0.0,0.0,1.0,0.0,65.3,49.0,48.39,3.0,0.4,0.0,0.0,2.16,2.15,2.12,49.79,2.97,2.9,12.29,1.54,27.79,21.5,2.88,2.95,2.86,48.0,21.0,28.0,97.0,3.0,5.0,0.0,8.0,2.0,23.0,28.0,45.0,66.0,8.0,21.0,44.0,31.0,10.0,12.0,58.0,9.0,2.0,1.41,1.03,0.53,1.0,2.0,0.0,96.59,69.0,67.98,6.0,0.59,0.71,0.71,2.85,2.85,2.8
13450,84773658480807,2023,Samuelsson-Clifton,BUF,pairing,5on5,32,4565.0,279.0,0.41,0.51,0.51,41.32,2.88,2.49,10.41,1.34,22.14,17.74,2.79,2.99,2.9,40.0,17.0,20.0,77.0,6.0,3.0,0.0,6.0,0.0,23.0,19.0,34.0,51.0,7.0,14.0,19.0,37.0,4.0,5.0,48.0,6.0,3.0,1.25,0.75,0.88,4.0,1.0,1.0,77.98,57.0,57.93,5.0,0.51,0.5,0.77,2.62,2.71,2.66,39.51,4.12,2.78,8.79,1.32,21.44,15.54,4.01,4.09,3.98,38.0,16.0,21.0,75.0,3.0,4.0,1.0,8.0,0.0,22.0,17.0,35.0,51.0,4.0,8.0,22.0,35.0,16.0,11.0,37.0,13.0,4.0,1.14,1.72,1.26,1.0,1.0,1.0,74.16,54.0,53.19,8.0,0.58,1.03,1.03,3.67,3.6,3.57
11777,84800358481524,2023,Byram-Jokiharju,BUF,pairing,5on5,15,5761.0,75.0,0.37,0.36,0.37,41.15,4.8,2.66,10.22,1.33,20.2,15.78,4.49,4.62,4.32,40.0,15.0,15.0,70.0,2.0,7.0,0.0,6.0,0.0,18.0,22.0,38.0,53.0,7.0,17.0,33.0,48.0,8.0,10.0,40.0,7.0,8.0,1.25,0.92,2.64,1.0,1.0,0.0,68.38,55.0,53.21,6.0,0.56,2.05,2.05,3.31,3.23,3.17,68.68,8.3,4.9,17.37,2.39,35.57,24.47,7.59,8.63,7.85,59.0,34.0,34.0,127.0,6.0,13.0,1.0,11.0,0.0,38.0,25.0,53.0,87.0,6.0,15.0,49.0,51.0,15.0,8.0,55.0,26.0,12.0,1.62,3.41,3.27,2.0,2.0,2.0,129.38,93.0,94.94,5.0,1.03,2.71,2.71,6.62,6.8,6.45
850,84779868480839,2019,Dahlin-Montour,BUF,pairing,5on5,38,15631.0,167.0,0.44,0.53,0.52,127.66,8.15,7.91,30.49,4.06,75.39,56.0,8.03,7.91,7.8,133.0,49.0,51.0,233.0,14.0,5.0,3.0,23.0,5.0,60.0,75.0,119.0,168.0,16.0,35.0,92.0,90.0,36.0,33.0,154.0,26.0,2.0,4.47,2.99,0.69,9.0,4.0,1.0,224.07,182.0,175.92,21.0,1.6,0.96,0.96,8.79,8.53,8.45,118.03,10.54,8.43,26.97,3.87,67.95,49.23,10.21,10.99,10.65,130.0,37.0,37.0,204.0,8.0,14.0,1.0,28.0,5.0,48.0,64.0,122.0,159.0,17.0,37.0,97.0,75.0,30.0,39.0,123.0,36.0,8.0,4.08,4.3,2.16,4.0,3.0,1.0,215.27,167.0,175.6,25.0,1.74,2.44,2.44,9.83,10.26,10.13
8655,84808398480935,2022,Dahlin-Pilut,BUF,pairing,5on5,10,1180.0,80.0,0.58,0.54,0.57,9.86,0.97,0.71,2.2,0.3,5.02,3.81,0.9,0.97,0.9,10.0,3.0,6.0,19.0,0.0,1.0,0.0,1.0,0.0,4.0,7.0,10.0,13.0,0.0,0.0,6.0,2.0,3.0,1.0,7.0,5.0,1.0,0.21,0.55,0.2,0.0,0.0,0.0,18.97,13.0,13.12,0.0,0.15,0.2,0.2,0.91,0.92,0.9,7.33,0.71,0.45,2.22,0.34,3.7,2.58,0.71,0.68,0.68,9.0,1.0,6.0,16.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,8.0,9.0,1.0,2.0,8.0,9.0,2.0,4.0,8.0,2.0,0.0,0.36,0.34,0.0,1.0,0.0,0.0,15.62,10.0,9.95,2.0,0.09,0.0,0.07,0.73,0.7,0.69
5839,84765258477355,2021,Butcher-Miller,BUF,pairing,5on5,19,3137.0,139.0,0.5,0.52,0.49,18.16,1.24,1.12,4.58,0.59,10.64,7.83,1.24,1.2,1.2,22.0,4.0,13.0,39.0,2.0,0.0,0.0,2.0,1.0,8.0,13.0,20.0,24.0,1.0,2.0,15.0,15.0,3.0,5.0,21.0,4.0,1.0,0.52,0.47,0.26,0.0,1.0,1.0,37.0,26.0,25.05,2.0,0.23,0.0,0.0,1.47,1.42,1.41,18.13,1.25,1.2,4.25,0.66,11.26,8.38,1.23,1.3,1.28,22.0,5.0,9.0,36.0,3.0,1.0,0.0,4.0,2.0,7.0,10.0,19.0,24.0,3.0,6.0,17.0,12.0,8.0,8.0,24.0,3.0,0.0,0.77,0.48,0.0,0.0,3.0,0.0,39.18,27.0,28.13,3.0,0.24,0.05,0.05,1.44,1.5,1.49
13508,84808398482671,2023,Dahlin-Power,BUF,pairing,5on5,72,15346.0,476.0,0.53,0.6,0.58,158.34,12.1,10.12,39.36,5.24,87.71,65.46,11.87,11.78,11.57,153.0,67.0,103.0,323.0,15.0,12.0,4.0,41.0,0.0,73.0,79.0,138.0,205.0,10.0,20.0,94.0,84.0,24.0,22.0,179.0,28.0,13.0,5.17,3.27,3.66,8.0,4.0,3.0,312.52,220.0,214.12,9.0,2.08,2.51,2.51,11.67,11.41,11.25,117.49,10.61,7.51,29.22,3.91,62.39,47.36,10.19,10.99,10.54,110.0,51.0,51.0,212.0,11.0,11.0,0.0,25.0,0.0,53.0,61.0,99.0,150.0,12.0,24.0,137.0,114.0,20.0,27.0,115.0,35.0,11.0,3.36,4.31,2.94,6.0,3.0,2.0,219.25,161.0,165.41,16.0,1.56,2.25,2.25,9.93,10.31,10.11
7379,84757968477355,2021,Butcher-Pysyk,BUF,pairing,5on5,18,6371.0,88.0,0.53,0.55,0.55,54.15,4.21,3.47,12.7,1.82,31.47,23.39,4.04,4.1,3.92,55.0,23.0,14.0,92.0,5.0,4.0,1.0,18.0,1.0,18.0,32.0,50.0,73.0,4.0,8.0,42.0,20.0,10.0,11.0,64.0,12.0,2.0,1.95,1.53,0.74,0.0,4.0,1.0,88.52,78.0,75.78,6.0,0.71,0.99,0.99,3.86,3.74,3.64,45.63,3.74,3.31,10.7,1.45,26.0,18.86,3.64,3.85,3.74,46.0,19.0,10.0,75.0,2.0,4.0,0.0,10.0,1.0,20.0,28.0,44.0,63.0,2.0,4.0,43.0,42.0,3.0,12.0,52.0,10.0,3.0,1.72,1.19,0.84,2.0,0.0,0.0,78.26,65.0,67.05,8.0,0.68,0.95,0.95,3.41,3.51,3.44
1257,84774998480839,2019,Dahlin-Ristolainen,BUF,pairing,5on5,41,5476.0,286.0,0.54,0.54,0.5,42.36,3.79,3.01,10.33,1.38,24.41,17.07,3.65,3.75,3.61,40.0,20.0,19.0,79.0,4.0,6.0,0.0,12.0,2.0,16.0,20.0,36.0,56.0,2.0,4.0,40.0,36.0,7.0,9.0,43.0,13.0,4.0,1.24,1.58,0.98,2.0,0.0,2.0,75.59,60.0,58.07,5.0,0.62,0.86,0.86,3.56,3.55,3.44,42.16,3.2,2.81,9.56,1.32,23.91,18.2,3.17,3.28,3.24,39.0,20.0,8.0,67.0,3.0,1.0,0.0,4.0,2.0,21.0,28.0,36.0,56.0,7.0,14.0,43.0,42.0,12.0,9.0,45.0,12.0,2.0,1.21,1.45,0.55,2.0,1.0,0.0,69.54,59.0,61.48,4.0,0.58,0.28,0.28,3.51,3.6,3.57
3184,84774998480807,2020,Samuelsson-Ristolainen,BUF,pairing,5on5,12,10364.0,26.0,0.4,0.4,0.4,72.47,4.75,4.49,17.76,2.24,40.07,29.69,4.68,4.65,4.58,78.0,21.0,24.0,123.0,2.0,3.0,0.0,17.0,3.0,26.0,48.0,76.0,97.0,9.0,18.0,83.0,82.0,15.0,17.0,82.0,15.0,2.0,2.13,2.02,0.61,2.0,0.0,0.0,118.97,99.0,95.56,7.0,0.91,0.38,0.38,5.29,5.16,5.13,106.51,7.17,7.23,25.46,3.41,62.12,44.61,6.96,7.38,7.15,113.0,37.0,36.0,186.0,12.0,4.0,0.0,28.0,10.0,41.0,55.0,101.0,138.0,15.0,30.0,95.0,63.0,15.0,27.0,122.0,24.0,4.0,3.29,2.87,1.02,7.0,3.0,2.0,192.88,150.0,155.55,6.0,1.48,0.66,0.66,7.99,8.18,7.98
5515,84757968479578,2021,Fitzgerald-Pysyk,BUF,pairing,5on5,13,1170.0,111.0,0.24,0.3,0.27,3.81,0.3,0.13,0.82,0.11,1.83,2.0,0.3,0.32,0.32,6.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,7.0,1.0,2.0,7.0,5.0,2.0,1.0,8.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,12.21,8.0,8.33,1.0,0.03,0.0,0.0,0.13,0.14,0.14,13.7,0.98,0.82,3.59,0.5,7.98,6.25,0.97,1.01,0.99,13.0,9.0,6.0,28.0,0.0,1.0,0.0,2.0,0.0,6.0,13.0,13.0,22.0,2.0,4.0,4.0,5.0,0.0,1.0,19.0,3.0,0.0,0.7,0.29,0.0,0.0,0.0,0.0,29.41,22.0,22.92,0.0,0.17,0.11,0.11,0.91,0.95,0.95
8882,84801968480950,2022,Bryson-Lyubushkin,BUF,pairing,5on5,41,17687.0,164.0,0.41,0.47,0.45,129.46,10.29,8.11,32.31,4.21,71.26,51.82,10.03,10.14,9.89,129.0,49.0,68.0,246.0,9.0,12.0,1.0,22.0,3.0,59.0,73.0,120.0,169.0,12.0,24.0,134.0,99.0,38.0,26.0,142.0,27.0,9.0,4.67,3.34,2.28,3.0,5.0,1.0,244.3,178.0,176.04,13.0,1.67,1.94,2.14,9.83,9.7,9.62,161.93,14.78,10.26,36.95,5.08,86.06,66.86,14.14,14.93,14.31,159.0,61.0,62.0,282.0,16.0,16.0,3.0,37.0,7.0,63.0,81.0,143.0,204.0,14.0,28.0,150.0,154.0,34.0,37.0,160.0,46.0,14.0,4.82,5.69,4.27,6.0,6.0,4.0,285.1,220.0,222.72,21.0,2.13,4.17,3.88,13.03,13.22,12.92
11590,84734468479348,2023,Clague-Johnson,BUF,pairing,5on5,1,633.0,3.0,0.24,0.35,0.21,2.15,0.11,0.17,0.38,0.07,1.35,0.92,0.11,0.12,0.12,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,1.0,2.0,3.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,7.21,3.0,3.17,2.0,0.04,0.0,0.0,0.15,0.16,0.15,8.0,0.36,0.51,2.04,0.27,4.56,3.27,0.35,0.35,0.34,4.0,7.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,10.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,2.0,0.0,0.15,0.21,0.0,1.0,0.0,0.0,12.72,11.0,10.91,2.0,0.11,0.0,0.0,0.46,0.45,0.44
5462,84795788480839,2021,Dahlin-Fitzgerald,BUF,pairing,5on5,28,4083.0,170.0,0.47,0.53,0.52,34.14,2.56,2.13,8.54,1.13,18.79,14.85,2.52,2.54,2.51,39.0,9.0,13.0,61.0,2.0,4.0,0.0,7.0,0.0,13.0,22.0,37.0,46.0,3.0,6.0,24.0,23.0,9.0,9.0,40.0,5.0,3.0,1.1,0.59,0.88,1.0,1.0,0.0,59.85,48.0,47.08,5.0,0.43,0.43,0.43,2.56,2.56,2.53,30.92,2.87,2.14,6.95,1.06,18.01,12.97,2.78,2.87,2.78,33.0,11.0,11.0,55.0,1.0,4.0,1.0,6.0,0.0,14.0,19.0,32.0,43.0,6.0,12.0,25.0,22.0,12.0,11.0,32.0,11.0,1.0,1.04,1.48,0.36,0.0,0.0,1.0,56.5,44.0,44.59,6.0,0.45,0.75,0.75,2.57,2.58,2.55
3421,84765258480196,2020,Bryson-Miller,BUF,pairing,5on5,22,7119.0,113.0,0.51,0.52,0.5,57.55,4.27,3.54,13.25,1.83,32.65,24.44,4.2,4.21,4.14,58.0,22.0,23.0,103.0,7.0,2.0,0.0,14.0,0.0,27.0,30.0,51.0,73.0,5.0,10.0,39.0,42.0,11.0,19.0,63.0,14.0,3.0,1.71,1.72,0.83,4.0,2.0,1.0,100.67,80.0,78.55,10.0,0.72,0.45,0.45,4.54,4.5,4.43,55.9,4.14,3.58,13.63,1.73,32.49,23.42,3.82,4.29,3.94,64.0,15.0,16.0,95.0,5.0,4.0,0.0,22.0,1.0,25.0,22.0,59.0,74.0,5.0,10.0,46.0,37.0,13.0,19.0,65.0,11.0,3.0,1.76,1.46,0.92,3.0,2.0,0.0,98.5,79.0,80.87,10.0,0.73,1.05,1.05,3.82,3.88,3.81
4967,84757968480035,2021,Jokiharju-Pysyk,BUF,pairing,5on5,39,1747.0,337.0,0.37,0.3,0.28,10.05,1.19,0.67,2.2,0.34,5.42,4.18,1.13,1.13,1.08,10.0,4.0,5.0,19.0,2.0,1.0,1.0,1.0,0.0,4.0,6.0,8.0,12.0,1.0,2.0,0.0,7.0,3.0,2.0,8.0,5.0,1.0,0.25,0.59,0.35,0.0,1.0,1.0,18.55,14.0,13.58,1.0,0.14,0.35,0.35,0.98,0.95,0.94,23.03,2.04,1.58,5.13,0.8,14.0,10.58,2.01,2.16,2.13,32.0,4.0,9.0,45.0,1.0,5.0,0.0,9.0,2.0,4.0,15.0,31.0,35.0,2.0,2.0,4.0,9.0,4.0,2.0,29.0,5.0,2.0,0.94,0.52,0.58,0.0,0.0,1.0,47.36,36.0,37.5,1.0,0.32,0.8,0.65,1.57,1.65,1.64
1526,84745678474618,2019,Scandella-Bogosian,BUF,pairing,5on5,9,1657.0,66.0,0.6,0.52,0.54,20.63,1.99,1.33,4.43,0.65,10.11,8.49,1.9,2.09,1.99,19.0,8.0,6.0,33.0,1.0,2.0,1.0,6.0,0.0,6.0,12.0,18.0,26.0,0.0,0.0,19.0,6.0,0.0,1.0,18.0,6.0,3.0,0.4,0.76,0.84,0.0,0.0,1.0,34.39,27.0,27.94,1.0,0.28,0.6,0.6,1.66,1.72,1.7,16.24,1.35,1.12,3.77,0.56,9.17,7.02,1.32,1.33,1.3,12.0,11.0,8.0,31.0,0.0,4.0,0.0,4.0,0.0,6.0,9.0,12.0,23.0,5.0,10.0,12.0,4.0,4.0,5.0,18.0,5.0,0.0,0.62,0.73,0.0,0.0,0.0,0.0,30.43,23.0,22.56,1.0,0.23,0.36,0.36,1.22,1.21,1.19
13469,84815248482671,2023,Byram-Power,BUF,pairing,5on5,18,3783.0,103.0,0.35,0.48,0.46,31.79,2.28,2.03,7.24,1.02,17.47,13.95,2.23,2.36,2.31,28.0,16.0,19.0,63.0,2.0,2.0,1.0,7.0,1.0,15.0,17.0,26.0,42.0,1.0,2.0,13.0,18.0,5.0,8.0,34.0,9.0,1.0,0.98,1.06,0.24,0.0,2.0,0.0,63.79,44.0,44.46,2.0,0.42,0.16,0.16,2.54,2.62,2.59,39.19,4.31,2.79,9.29,1.24,20.27,14.11,4.05,4.26,4.0,33.0,19.0,16.0,68.0,1.0,6.0,0.0,5.0,0.0,16.0,24.0,32.0,51.0,3.0,6.0,29.0,25.0,8.0,8.0,33.0,12.0,7.0,1.13,1.46,1.73,0.0,1.0,0.0,67.55,52.0,51.54,4.0,0.58,1.41,1.41,3.49,3.36,3.28
6562,84800358480196,2021,Bryson-Jokiharju,BUF,pairing,5on5,33,8737.0,232.0,0.43,0.53,0.47,64.99,5.44,4.7,14.65,2.0,36.57,26.64,5.3,5.51,5.36,71.0,19.0,45.0,135.0,7.0,2.0,0.0,14.0,2.0,29.0,36.0,64.0,83.0,4.0,8.0,61.0,28.0,14.0,9.0,65.0,23.0,2.0,1.97,2.95,0.52,2.0,5.0,0.0,134.15,90.0,89.66,5.0,0.96,0.31,0.31,6.09,6.13,5.99,72.9,7.08,5.33,16.36,2.32,40.05,28.85,6.79,6.98,6.7,73.0,27.0,21.0,121.0,6.0,7.0,1.0,14.0,3.0,33.0,37.0,67.0,94.0,4.0,8.0,61.0,61.0,12.0,24.0,67.0,27.0,6.0,1.86,3.24,1.98,2.0,3.0,1.0,121.91,100.0,100.57,12.0,1.1,1.91,1.91,6.27,6.25,6.1
7391,84774628480807,2021,Samuelsson-Hagg,BUF,pairing,5on5,9,764.0,69.0,0.42,0.56,0.48,7.31,0.79,0.59,1.6,0.25,4.53,3.25,0.78,0.79,0.79,8.0,3.0,7.0,18.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,8.0,11.0,0.0,0.0,3.0,7.0,1.0,4.0,6.0,5.0,0.0,0.23,0.56,0.0,0.0,0.0,0.0,18.24,11.0,11.26,3.0,0.12,0.03,0.03,0.88,0.88,0.88,8.9,1.09,0.67,2.21,0.28,4.54,3.23,1.08,1.1,1.09,9.0,3.0,2.0,14.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,8.0,11.0,2.0,4.0,3.0,4.0,0.0,2.0,8.0,2.0,2.0,0.26,0.25,0.57,0.0,1.0,0.0,13.98,12.0,11.93,1.0,0.14,0.57,0.57,0.66,0.66,0.66
8501,84706138476906,2022,Gostisbehere-Burns,CAR,pairing,5on5,16,1003.0,96.0,0.68,0.69,0.73,13.59,0.94,0.94,3.81,0.5,7.29,5.52,0.91,0.97,0.94,10.0,9.0,6.0,25.0,1.0,1.0,0.0,1.0,1.0,11.0,4.0,9.0,18.0,0.0,0.0,8.0,3.0,1.0,5.0,14.0,5.0,0.0,0.31,0.62,0.0,0.0,1.0,0.0,25.59,19.0,19.22,1.0,0.2,0.13,0.13,1.01,1.05,1.02,5.31,0.44,0.37,1.41,0.17,2.62,2.0,0.43,0.41,0.4,4.0,3.0,4.0,11.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,7.0,0.0,0.0,7.0,5.0,0.0,5.0,5.0,1.0,1.0,0.11,0.11,0.22,0.0,0.0,0.0,11.04,7.0,6.79,5.0,0.08,0.04,0.04,0.48,0.45,0.44
5431,84740908477950,2021,Smith-Deangelo,CAR,pairing,5on5,22,1530.0,188.0,0.4,0.49,0.5,16.31,1.82,1.1,4.12,0.59,9.12,6.26,1.74,1.86,1.79,15.0,8.0,4.0,27.0,3.0,1.0,0.0,3.0,0.0,9.0,7.0,12.0,20.0,3.0,6.0,9.0,9.0,5.0,5.0,17.0,3.0,3.0,0.49,0.42,0.91,2.0,1.0,0.0,28.13,23.0,23.55,2.0,0.23,0.19,0.44,1.61,1.65,1.59,17.83,2.68,1.28,4.17,0.54,7.85,6.48,2.43,2.61,2.38,16.0,7.0,5.0,28.0,3.0,5.0,2.0,1.0,0.0,6.0,8.0,13.0,20.0,3.0,6.0,5.0,17.0,5.0,6.0,13.0,6.0,4.0,0.47,0.94,1.27,0.0,1.0,2.0,26.43,23.0,22.21,4.0,0.27,1.31,1.31,1.65,1.65,1.63
