,team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
141,BUF,2019,BUF,BUF,Team Level,all,69,0.47,0.49,0.49,251068.0,1978.28,175.11,136.48,447.98,63.94,1137.32,817.36,170.37,175.3,170.56,2018.0,763.0,806.0,3587.0,193.0,123.0,27.0,438.0,73.0,894.0,1060.0,1825.0,2588.0,203.0,415.0,1738.0,1317.0,363.0,542.0,2127.0,508.0,146.0,61.34,60.72,53.06,71.0,66.0,56.0,3583.21,2781.0,2780.02,270.0,29.92,25.64,26.18,178.66,178.81,175.39,2069.3,197.59,144.74,469.22,67.54,1181.3,849.74,191.15,198.25,191.82,2145.0,767.0,757.0,3669.0,215.0,148.0,35.0,482.0,81.0,882.0,1104.0,1930.0,2697.0,217.0,439.0,2047.0,1346.0,408.0,602.0,2188.0,534.0,190.0,63.89,65.0,68.7,67.0,74.0,74.0,3690.81,2912.0,2930.63,325.0,31.6,32.03,32.32,196.74,197.56,193.88
143,BUF,2019,BUF,BUF,Team Level,4on5,69,0.13,0.13,0.15,17041.0,47.87,4.95,2.56,7.02,1.52,15.95,34.0,4.88,4.95,4.88,61.0,5.0,6.0,72.0,4.0,2.0,0.0,5.0,0.0,8.0,47.0,57.0,62.0,7.0,14.0,136.0,57.0,35.0,33.0,45.0,13.0,8.0,1.03,1.68,2.24,0.0,2.0,2.0,72.0,66.0,66.0,30.0,0.6,0.64,0.64,4.9,4.9,4.89,273.18,34.08,25.6,56.06,9.27,172.3,87.76,32.22,34.08,32.22,278.0,108.0,90.0,476.0,45.0,25.0,8.0,47.0,5.0,150.0,114.0,233.0,341.0,10.0,20.0,164.0,15.0,8.0,50.0,275.0,73.0,38.0,7.35,8.98,17.75,13.0,9.0,23.0,476.0,386.0,386.0,5.0,6.5,5.99,5.72,34.79,34.79,33.46
202,BUF,2020,BUF,BUF,Team Level,5on5,56,0.46,0.47,0.46,171078,1270.92,101.65,84.03,299.41,40.72,712.09,532.28,98.66,101.1,98.15,1300,487,489,2276,88,93,14,303,51,483,769,1212,1699,141,302,1187,953,282,311,1379,327,81,38.53,39.6,23.51,47,25,16,2231.03,1787,1756.54,157,17.27,19.94,20.02,97.72,96.87,95.77,1450.78,118.03,97.11,343.24,47.08,827.01,608.06,113.99,120.46,116.26,1533,544,526,2603,137,111,26,379,63,596,791,1396,1940,150,316,1246,947,247,343,1615,367,95,46.47,45.52,26.05,58,53,26,2676.61,2077,2131.69,156,19.95,22.46,23.18,112.39,114.56,112.71
142,BUF,2019,BUF,BUF,Team Level,5on5,69,0.48,0.49,0.49,206972.0,1561.57,119.54,102.48,368.95,50.5,890.78,661.83,116.74,119.72,116.92,1583.0,612.0,651.0,2846.0,131.0,92.0,17.0,357.0,56.0,694.0,865.0,1452.0,2064.0,181.0,369.0,1352.0,1212.0,305.0,445.0,1721.0,394.0,80.0,50.17,47.49,21.89,59.0,50.0,22.0,2842.21,2195.0,2194.02,235.0,21.03,16.72,16.93,123.57,123.73,122.04,1646.55,131.45,109.82,390.14,53.38,939.96,694.26,127.64,132.11,128.31,1705.0,614.0,629.0,2948.0,133.0,116.0,23.0,418.0,72.0,675.0,905.0,1572.0,2186.0,198.0,403.0,1615.0,1241.0,341.0,498.0,1795.0,417.0,107.0,52.26,50.18,29.01,47.0,58.0,28.0,2969.81,2319.0,2337.63,277.0,22.59,23.43,23.72,130.32,131.15,129.35
374,BUF,2021,BUF,BUF,Team Level,5on4,82,0.82,0.84,0.82,21973.0,290.41,33.16,25.5,59.99,9.15,183.24,94.48,31.98,33.16,31.98,309.0,104.0,106.0,519.0,46.0,26.0,9.0,60.0,7.0,151.0,123.0,263.0,367.0,16.0,32.0,183.0,22.0,7.0,43.0,305.0,67.0,41.0,8.46,7.68,17.02,13.0,8.0,25.0,519.0,413.0,413.0,5.0,6.57,6.24,6.08,33.13,33.13,32.21,65.74,7.17,3.8,8.87,2.23,21.69,46.22,6.87,7.17,6.87,76.0,14.0,7.0,97.0,6.0,6.0,3.0,5.0,1.0,12.0,60.0,70.0,84.0,8.0,16.0,194.0,53.0,54.0,34.0,57.0,23.0,10.0,1.58,2.82,2.78,1.0,1.0,4.0,97.0,90.0,90.0,31.0,0.86,1.52,1.52,6.52,6.52,6.49
721,BUF,2023,BUF,BUF,Team Level,all,82,0.48,0.5,0.5,297505.0,2609.81,249.63,175.74,619.0,86.49,1419.81,1040.34,239.81,249.11,239.32,2535.0,1056.0,1335.0,4926.0,244.0,237.0,31.0,507.0,14.0,1300.0,1289.0,2291.0,3347.0,289.0,641.0,2054.0,1786.0,542.0,491.0,2688.0,641.0,262.0,80.1,78.14,91.38,112.0,72.0,60.0,4895.03,3591.0,3571.78,247.0,38.89,49.68,49.68,238.83,238.28,232.17,2601.98,268.49,181.43,622.78,87.32,1399.92,997.07,253.99,270.95,256.32,2402.0,1155.0,1294.0,4851.0,243.0,295.0,28.0,475.0,9.0,1241.0,1294.0,2159.0,3314.0,275.0,601.0,2508.0,2077.0,566.0,554.0,2545.0,699.0,313.0,74.45,88.7,105.33,89.0,76.0,78.0,4903.35,3557.0,3590.7,263.0,40.47,60.28,60.28,248.67,250.67,241.85
567,CAR,2022,CAR,CAR,Team Level,5on5,82,0.6,0.6,0.6,241031.0,2382.16,206.15,162.39,612.21,82.0,1317.31,953.96,196.75,209.32,199.8,2244.0,1090.0,1117.0,4451.0,175.0,294.0,36.0,527.0,77.0,1209.0,1052.0,2069.0,3159.0,246.0,508.0,2029.0,1250.0,610.0,582.0,2508.0,613.0,213.0,71.51,74.81,59.82,79.0,60.0,36.0,4552.61,3334.0,3396.03,268.0,33.78,53.27,53.5,186.42,189.45,184.91,1634.34,136.64,109.12,388.47,53.04,886.6,669.14,132.66,135.28,131.38,1621.0,622.0,678.0,2921.0,139.0,135.0,8.0,329.0,48.0,708.0,884.0,1482.0,2104.0,229.0,477.0,1826.0,1694.0,471.0,656.0,1646.0,479.0,118.0,46.25,58.84,31.55,66.0,58.0,15.0,2869.35,2243.0,2211.85,396.0,22.64,25.83,26.0,133.27,132.15,130.28
137,CAR,2019,CAR,CAR,Team Level,5on5,68,0.53,0.54,0.54,193829.0,1703.83,144.15,109.53,415.16,57.59,954.86,713.44,138.93,144.53,139.28,1740.0,694.0,784.0,3218.0,141.0,137.0,26.0,398.0,62.0,815.0,881.0,1599.0,2293.0,231.0,479.0,1572.0,1112.0,508.0,583.0,1882.0,431.0,121.0,58.5,51.4,34.26,55.0,56.0,30.0,3224.84,2434.0,2437.24,292.0,22.57,28.15,28.39,135.92,135.92,133.48,1506.42,128.48,97.46,355.88,48.76,816.88,623.77,124.13,129.11,124.66,1547.0,556.0,601.0,2704.0,137.0,134.0,24.0,305.0,68.0,626.0,833.0,1410.0,1966.0,195.0,411.0,1547.0,1288.0,407.0,639.0,1573.0,424.0,106.0,46.24,52.67,29.57,47.0,61.0,29.0,2700.02,2103.0,2102.58,370.0,20.12,25.95,26.52,120.12,120.54,118.79
135,CAR,2019,CAR,CAR,Team Level,other,68,0.57,0.52,0.51,12176.0,122.03,32.35,7.76,20.73,4.02,59.03,44.51,30.26,32.35,30.26,121.0,53.0,61.0,235.0,27.0,6.0,1.0,22.0,9.0,45.0,65.0,94.0,147.0,9.0,16.0,114.0,27.0,23.0,34.0,84.0,48.0,42.0,3.77,5.86,22.72,6.0,3.0,18.0,235.0,174.0,174.0,14.0,2.2,1.96,1.96,32.2,32.2,30.3,117.62,24.18,8.51,21.8,4.17,63.32,41.16,20.88,24.18,20.88,104.0,61.0,51.0,216.0,16.0,10.0,3.0,16.0,3.0,62.0,58.0,88.0,149.0,11.0,22.0,108.0,32.0,18.0,29.0,90.0,40.0,35.0,3.56,4.46,16.16,1.0,3.0,12.0,216.0,165.0,165.0,14.0,2.47,3.27,3.27,23.25,23.25,21.38
569,CAR,2022,CAR,CAR,Team Level,5on4,82,0.89,0.89,0.87,24196.0,401.91,47.54,35.87,90.49,13.44,245.24,126.41,44.39,47.54,44.39,371.0,188.0,173.0,732.0,43.0,49.0,7.0,65.0,16.0,234.0,152.0,328.0,516.0,24.0,48.0,248.0,24.0,18.0,79.0,400.0,100.0,59.0,10.74,11.81,25.0,11.0,10.0,22.0,732.0,559.0,559.0,4.0,9.33,10.99,10.44,46.44,46.44,44.08,62.77,6.09,3.4,8.62,2.01,20.52,44.36,5.97,6.09,5.97,69.0,16.0,10.0,95.0,5.0,4.0,1.0,8.0,3.0,13.0,52.0,64.0,80.0,17.0,34.0,191.0,84.0,62.0,29.0,57.0,20.0,8.0,1.7,2.26,2.13,1.0,3.0,1.0,95.0,85.0,85.0,27.0,0.76,1.12,1.12,5.74,5.74,5.69
568,CAR,2022,CAR,CAR,Team Level,4on5,82,0.17,0.19,0.2,24594.0,78.42,7.51,4.27,11.71,2.54,26.12,54.85,7.44,7.51,7.44,82.0,25.0,14.0,121.0,9.0,2.0,0.0,14.0,1.0,23.0,58.0,73.0,98.0,8.0,16.0,216.0,52.0,88.0,31.0,73.0,24.0,10.0,1.96,3.02,2.54,3.0,3.0,3.0,121.0,107.0,107.0,27.0,0.99,0.15,0.15,8.36,8.36,8.3,300.5,38.03,29.34,63.96,10.58,178.32,94.77,33.97,38.03,33.97,306.0,109.0,98.0,513.0,36.0,44.0,8.0,48.0,3.0,138.0,146.0,270.0,379.0,16.0,32.0,200.0,33.0,30.0,76.0,277.0,95.0,43.0,6.96,11.35,19.72,6.0,10.0,20.0,513.0,415.0,415.0,9.0,7.69,9.11,8.97,36.76,36.76,34.46
136,CAR,2019,CAR,CAR,Team Level,all,68,0.54,0.54,0.53,247743.0,2189.01,225.01,147.64,507.9,73.82,1213.33,898.93,214.42,225.39,214.76,2264.0,869.0,989.0,4122.0,217.0,188.0,36.0,484.0,80.0,1028.0,1136.0,2047.0,2916.0,265.0,548.0,2058.0,1188.0,621.0,726.0,2340.0,572.0,221.0,72.79,69.02,83.19,70.0,68.0,79.0,4128.84,3133.0,3136.24,355.0,32.52,38.63,38.57,214.85,214.86,208.04,1947.79,191.99,133.15,444.66,63.79,1065.74,784.53,182.51,192.63,183.04,1994.0,731.0,781.0,3506.0,193.0,173.0,33.0,384.0,76.0,825.0,1074.0,1801.0,2532.0,226.0,478.0,2014.0,1398.0,498.0,797.0,1988.0,553.0,184.0,58.18,68.62,65.18,56.0,73.0,64.0,3502.02,2725.0,2724.58,424.0,29.51,35.81,36.23,182.66,183.07,177.88
566,CAR,2022,CAR,CAR,Team Level,all,82,0.58,0.6,0.59,299432.0,3026.48,298.51,214.38,744.55,103.59,1675.11,1188.85,282.66,301.69,285.71,2852.0,1373.0,1381.0,5606.0,262.0,360.0,45.0,632.0,97.0,1549.0,1325.0,2590.0,3963.0,283.0,582.0,2618.0,1351.0,738.0,715.0,3079.0,812.0,334.0,88.1,99.34,111.08,100.0,84.0,78.0,5707.61,4225.0,4287.03,309.0,47.59,69.01,69.02,277.09,280.12,270.89,2132.15,213.37,151.95,484.86,70.03,1152.92,849.87,202.44,212.02,201.17,2133.0,790.0,834.0,3757.0,210.0,201.0,21.0,398.0,59.0,919.0,1136.0,1923.0,2713.0,270.0,559.0,2335.0,1847.0,592.0,782.0,2064.0,643.0,216.0,58.39,78.42,76.57,76.0,83.0,51.0,3705.35,2923.0,2891.85,439.0,34.03,43.57,43.6,203.81,202.68,197.84
139,CAR,2019,CAR,CAR,Team Level,5on4,68,0.93,0.91,0.89,18738.0,294.4,40.54,26.64,62.84,10.03,176.93,92.18,37.35,40.54,37.35,314.0,112.0,138.0,564.0,43.0,44.0,8.0,60.0,9.0,152.0,118.0,271.0,383.0,15.0,33.0,197.0,17.0,23.0,68.0,306.0,74.0,46.0,8.42,9.29,22.82,8.0,7.0,28.0,564.0,426.0,426.0,12.0,6.91,8.16,7.85,38.62,38.62,36.19,36.08,3.09,1.7,5.39,1.23,12.0,26.66,3.04,3.09,3.04,41.0,10.0,3.0,54.0,4.0,3.0,2.0,1.0,1.0,8.0,34.0,37.0,47.0,8.0,19.0,146.0,41.0,37.0,41.0,38.0,11.0,2.0,1.01,1.67,0.42,1.0,2.0,1.0,54.0,51.0,51.0,34.0,0.39,0.57,0.57,2.84,2.84,2.84
419,CAR,2021,CAR,CAR,Team Level,5on4,82,0.84,0.87,0.85,21114.0,349.12,43.18,30.07,75.38,11.66,216.53,113.18,41.24,43.18,41.24,347.0,143.0,117.0,607.0,47.0,35.0,12.0,54.0,11.0,208.0,135.0,300.0,443.0,16.0,30.0,203.0,21.0,28.0,82.0,342.0,96.0,52.0,9.44,11.19,22.55,11.0,11.0,25.0,607.0,490.0,490.0,6.0,7.72,11.12,11.12,39.78,39.78,38.23,65.32,8.05,3.51,8.9,1.91,19.05,43.58,7.82,8.05,7.82,68.0,17.0,8.0,93.0,3.0,5.0,0.0,1.0,2.0,11.0,63.0,65.0,82.0,5.0,10.0,151.0,76.0,43.0,32.0,52.0,19.0,14.0,1.41,2.39,4.24,0.0,1.0,2.0,93.0,85.0,85.0,29.0,0.81,1.15,1.15,7.7,7.7,7.51
565,CAR,2022,CAR,CAR,Team Level,other,82,0.53,0.57,0.56,9611.0,163.99,37.32,11.85,30.14,5.62,86.44,53.62,34.08,37.32,34.08,155.0,70.0,77.0,302.0,35.0,15.0,2.0,26.0,3.0,83.0,63.0,120.0,190.0,5.0,10.0,125.0,25.0,22.0,23.0,98.0,75.0,52.0,3.9,9.7,23.72,7.0,11.0,17.0,302.0,225.0,225.0,10.0,3.48,4.6,4.92,35.88,35.88,33.6,134.54,32.61,10.1,23.81,4.41,67.48,41.59,29.84,32.61,29.84,137.0,43.0,48.0,228.0,30.0,18.0,4.0,13.0,5.0,60.0,54.0,107.0,150.0,8.0,16.0,118.0,36.0,29.0,21.0,84.0,49.0,47.0,3.49,5.96,23.17,3.0,12.0,15.0,228.0,180.0,180.0,7.0,2.94,7.51,7.51,28.05,28.05,27.41
226,CAR,2020,CAR,CAR,Team Level,all,56,0.56,0.54,0.54,205067,1803.9,180.75,120.25,414.1,59.64,989.59,738.66,173.22,182.1,174.6,1794,709,812,3315,175,152,18,390,64,840,882,1619,2328,193,402,1845,1297,315,556,1822,500,181,52.43,61.14,67.19,47,69,59,3368.31,2503,2535.48,275,26.25,33.81,33.81,173.2,174.87,171.44,1577.53,143.15,105.21,356.93,51.31,872.23,644.24,138.24,143.0,138.05,1581,593,658,2832,134,125,25,375,54,664,822,1447,2040,179,378,1580,1450,281,603,1613,436,125,48.11,53.69,41.35,34,61,39,2799.45,2174,2157.99,333,23.19,25.64,25.64,140.64,140.24,137.58
227,CAR,2020,CAR,CAR,Team Level,5on5,56,0.54,0.54,0.54,165841,1433.56,118.8,92.95,346.21,47.77,791.62,591.62,114.54,120.15,115.92,1423,566,646,2635,105,123,12,338,47,680,696,1318,1884,171,357,1439,1215,244,443,1515,368,106,43.67,45.28,29.86,38,47,20,2688.31,1989,2021.48,229,19.2,24.24,24.54,113.46,115.13,113.34,1257.58,101.17,79.67,295.24,40.87,688.58,523.47,98.05,101.02,97.87,1252,477,522,2251,82,100,18,304,42,519,682,1170,1647,154,323,1220,1348,220,502,1328,323,78,39.74,40.01,21.43,27,42,13,2218.45,1729,1712.99,299,16.42,19.61,19.61,97.98,97.59,96.3
138,CAR,2019,CAR,CAR,Team Level,4on5,68,0.18,0.16,0.2,23000.0,68.75,7.97,3.7,9.16,2.19,22.52,48.78,7.88,7.97,7.88,89.0,10.0,6.0,105.0,6.0,1.0,1.0,4.0,0.0,16.0,72.0,83.0,93.0,10.0,20.0,175.0,32.0,67.0,41.0,68.0,19.0,12.0,2.1,2.47,3.4,1.0,2.0,3.0,105.0,99.0,99.0,37.0,0.84,0.36,0.36,8.12,8.12,8.07,287.67,36.24,25.51,61.59,9.64,173.54,92.94,34.47,36.24,34.47,302.0,104.0,126.0,532.0,36.0,26.0,4.0,62.0,4.0,129.0,149.0,266.0,370.0,12.0,26.0,213.0,37.0,36.0,88.0,287.0,78.0,41.0,7.38,9.83,19.03,7.0,7.0,22.0,532.0,406.0,406.0,6.0,6.53,6.03,5.88,36.43,36.43,34.86
703,CAR,2023,CAR,CAR,Team Level,4on5,82,0.16,0.21,0.24,24791.0,83.92,7.32,4.17,13.13,2.79,27.38,58.2,7.26,7.32,7.26,91.0,22.0,18.0,131.0,9.0,3.0,1.0,6.0,0.0,23.0,72.0,82.0,104.0,6.0,17.0,203.0,53.0,71.0,36.0,82.0,23.0,8.0,2.48,2.75,2.08,2.0,6.0,1.0,131.0,113.0,113.0,33.0,0.94,0.33,0.33,7.93,7.93,7.88,273.96,38.83,24.72,62.47,9.19,151.17,80.62,36.66,38.83,36.66,259.0,108.0,137.0,504.0,35.0,41.0,7.0,44.0,0.0,131.0,116.0,224.0,332.0,19.0,43.0,218.0,25.0,28.0,64.0,233.0,81.0,53.0,6.09,10.22,22.53,6.0,7.0,22.0,504.0,367.0,367.0,2.0,6.55,10.84,10.81,34.58,34.58,33.64
228,CAR,2020,CAR,CAR,Team Level,4on5,56,0.25,0.2,0.24,16872,60.18,6.53,3.12,8.01,1.83,18.97,41.55,6.39,6.53,6.39,63,17,6,86,5,4,0,2,1,13,55,58,75,5,10,150,38,41,28,51,18,11,1.33,2.23,2.97,2,1,2,86.0,80,80.0,26,0.72,1.08,0.77,6.47,6.47,6.44,182.96,19.09,16.27,38.91,5.99,115.4,61.34,18.03,19.09,18.03,187,70,84,341,22,18,5,44,8,90,75,165,235,14,28,159,25,17,60,181,58,18,4.62,6.8,7.67,3,9,10,341.0,257,257.0,9,4.2,4.34,4.34,18.95,18.95,18.16
229,CAR,2020,CAR,CAR,Team Level,5on4,56,0.84,0.87,0.85,14514,214.45,29.68,18.28,43.58,6.97,133.78,68.7,27.66,29.68,27.66,213,88,132,433,40,15,5,32,11,118,85,173,261,15,31,166,26,9,57,197,72,32,5.01,8.42,16.26,5,17,18,433.0,301,301.0,6,4.69,5.9,5.9,28.48,28.48,27.15,41.69,5.78,2.03,5.06,1.19,11.91,28.04,5.61,5.78,5.61,39,15,10,64,5,2,1,6,1,12,28,34,49,8,21,111,50,29,16,30,15,9,0.9,1.91,2.97,0,1,4,64.0,54,54.0,15,0.46,0.98,0.98,5.26,5.26,5.2
704,CAR,2023,CAR,CAR,Team Level,5on4,82,0.92,0.89,0.86,22471.0,379.12,57.86,32.13,84.82,12.88,216.87,111.43,52.63,57.86,52.63,373.0,143.0,195.0,711.0,61.0,47.0,9.0,83.0,0.0,193.0,132.0,312.0,455.0,17.0,34.0,238.0,28.0,21.0,56.0,330.0,108.0,78.0,8.99,13.5,35.37,6.0,18.0,37.0,711.0,516.0,516.0,5.0,8.54,13.31,12.96,53.44,53.44,51.09,60.63,5.29,3.15,9.52,1.9,19.56,41.57,5.26,5.29,5.26,67.0,14.0,8.0,89.0,7.0,2.0,1.0,2.0,0.0,20.0,50.0,60.0,74.0,12.0,30.0,185.0,53.0,34.0,25.0,58.0,17.0,6.0,1.56,2.22,1.51,1.0,5.0,1.0,89.0,81.0,81.0,20.0,0.71,0.3,0.3,5.71,5.71,5.68
418,CAR,2021,CAR,CAR,Team Level,4on5,82,0.22,0.22,0.24,27751.0,90.74,8.65,4.66,12.12,2.69,27.47,63.42,8.45,8.65,8.45,102.0,17.0,14.0,133.0,4.0,5.0,1.0,5.0,0.0,21.0,84.0,98.0,115.0,9.0,18.0,247.0,55.0,88.0,48.0,80.0,30.0,9.0,2.37,3.92,2.35,1.0,1.0,2.0,133.0,119.0,119.0,38.0,1.08,0.75,0.75,8.97,8.97,8.89,274.87,30.09,24.73,57.72,9.1,170.41,91.96,28.99,30.09,28.99,269.0,115.0,99.0,483.0,29.0,29.0,6.0,54.0,14.0,119.0,139.0,240.0,355.0,24.0,48.0,206.0,44.0,41.0,108.0,273.0,80.0,31.0,6.73,9.85,13.51,7.0,9.0,13.0,483.0,384.0,384.0,9.0,6.36,7.28,6.85,29.59,29.59,28.97
417,CAR,2021,CAR,CAR,Team Level,5on5,82,0.56,0.56,0.56,236824.0,2270.26,199.03,151.76,557.06,76.23,1262.42,923.5,190.95,201.39,193.18,2210.0,960.0,947.0,4117.0,193.0,222.0,34.0,533.0,92.0,1061.0,1069.0,2017.0,2977.0,277.0,590.0,2035.0,1689.0,523.0,672.0,2354.0,630.0,186.0,68.79,77.69,52.55,72.0,84.0,37.0,4185.52,3170.0,3214.65,314.0,31.44,46.76,46.76,183.72,185.55,182.0,1838.49,158.44,121.15,435.99,60.08,990.99,744.41,153.37,157.76,152.7,1814.0,698.0,695.0,3207.0,141.0,165.0,26.0,397.0,65.0,767.0,977.0,1673.0,2371.0,226.0,487.0,1740.0,1900.0,492.0,739.0,1874.0,494.0,144.0,57.62,61.12,39.69,51.0,57.0,33.0,3164.73,2512.0,2485.92,440.0,25.11,33.43,33.92,149.57,148.89,146.56
416,CAR,2021,CAR,CAR,Team Level,all,82,0.56,0.56,0.55,298163.0,2853.66,290.18,195.95,668.01,94.85,1575.85,1149.16,278.37,292.54,280.6,2798.0,1176.0,1143.0,5117.0,277.0,271.0,52.0,617.0,111.0,1342.0,1356.0,2521.0,3697.0,312.0,660.0,2616.0,1804.0,675.0,849.0,2863.0,808.0,303.0,83.98,99.04,107.16,85.0,104.0,88.0,5185.52,3974.0,4018.65,377.0,43.01,62.08,62.08,271.12,272.95,266.8,2339.97,226.53,162.02,532.17,76.54,1270.85,931.96,218.21,225.84,217.53,2310.0,891.0,858.0,4059.0,200.0,214.0,36.0,475.0,88.0,972.0,1252.0,2110.0,3001.0,264.0,563.0,2237.0,2072.0,603.0,931.0,2310.0,659.0,232.0,70.41,81.57,74.55,61.0,79.0,60.0,4016.73,3201.0,3174.92,495.0,35.91,45.21,45.27,217.1,216.42,211.65
702,CAR,2023,CAR,CAR,Team Level,5on5,82,0.56,0.6,0.59,241736.0,2406.96,187.57,151.14,639.31,83.81,1314.35,966.84,179.48,189.33,181.14,2149.0,1194.0,1368.0,4711.0,169.0,251.0,22.0,509.0,11.0,1285.0,1118.0,1980.0,3174.0,253.0,536.0,1975.0,1284.0,501.0,570.0,2627.0,541.0,175.0,72.03,66.85,48.69,76.0,57.0,36.0,4779.97,3343.0,3379.98,269.0,31.36,39.78,40.16,178.77,180.25,176.21,1733.12,147.58,109.77,446.65,58.88,916.45,689.66,141.16,146.5,140.13,1668.0,701.0,829.0,3198.0,146.0,186.0,18.0,342.0,5.0,780.0,910.0,1522.0,2223.0,250.0,526.0,1801.0,1631.0,472.0,589.0,1796.0,420.0,153.0,50.19,53.03,44.36,70.0,52.0,24.0,3156.2,2369.0,2346.5,348.0,22.84,36.93,36.97,133.45,132.51,130.19
701,CAR,2023,CAR,CAR,Team Level,all,82,0.56,0.59,0.58,298362.0,3003.31,285.86,196.43,761.79,104.08,1629.83,1180.0,270.79,287.62,272.44,2735.0,1423.0,1663.0,5821.0,277.0,312.0,35.0,617.0,11.0,1574.0,1367.0,2458.0,3881.0,283.0,601.0,2551.0,1383.0,621.0,680.0,3129.0,715.0,314.0,87.38,87.83,110.64,91.0,87.0,99.0,5889.97,4158.0,4194.99,313.0,43.44,56.71,56.74,272.56,274.05,266.64,2183.27,220.48,145.04,538.72,73.68,1144.27,854.81,209.31,219.39,208.28,2101.0,876.0,1022.0,3999.0,211.0,237.0,29.0,401.0,5.0,986.0,1137.0,1890.0,2766.0,284.0,605.0,2302.0,1743.0,557.0,699.0,2161.0,559.0,257.0,60.36,70.2,89.92,79.0,70.0,62.0,3957.2,2977.0,2954.5,373.0,32.23,51.4,51.4,201.31,200.37,195.39
700,CAR,2023,CAR,CAR,Team Level,other,82,0.54,0.56,0.54,9364.0,133.3,33.1,8.99,24.54,4.6,71.24,43.53,31.42,33.1,31.42,122.0,64.0,82.0,268.0,38.0,11.0,3.0,19.0,0.0,73.0,45.0,84.0,148.0,7.0,14.0,135.0,18.0,28.0,18.0,90.0,43.0,53.0,3.88,4.72,24.49,7.0,6.0,25.0,268.0,186.0,186.0,6.0,2.6,3.28,3.28,32.41,32.41,31.46,115.56,28.77,7.4,20.08,3.71,57.08,42.95,26.24,28.77,26.24,107.0,53.0,48.0,208.0,23.0,8.0,3.0,13.0,0.0,55.0,61.0,84.0,137.0,3.0,6.0,98.0,34.0,23.0,21.0,74.0,41.0,45.0,2.52,4.73,21.52,2.0,6.0,15.0,208.0,160.0,160.0,3.0,2.14,3.33,3.33,27.58,27.58,25.88
